Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Đặc Tính,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Loại da,Vấn đề về da
https://hasaki.vn/san-pham/bang-phan-mat-gogo-tales-mau-201-rose-yam-purple-25-o-105353.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-bang-phan-mat-gogo-tales-mau-201-rose-yam-purple-25-o-1707125954_img_385x385_622873_fit_center.png,422210231,Bảng Phấn Mắt Gogo Tales Màu 201 Rose Yam Purple 25 Ô,50,66,168.000 ₫,199.000 ₫,31.000 ₫,-16%,0.0,0,8,6955416222260,Gogo Tales,Trung Quốc,China,Có Nhũ,Nữ,"
Nội dung đang được cập nhật ","


Dùng kem lót mắt hoặc che khuyết điểm tan đều lên bầu mắt.


Dùng cọ lấy một lượng phấn mắt vừa đủ và tan đều lên mắt, phối màu theo cách bạn thích.

 ",,
https://hasaki.vn/san-pham/chi-ke-may-lemonade-2-dau-mau-nau-xam-gray-brown-2g-2ml-90295.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200277-1687946973_img_385x385_622873_fit_center.jpg,422200277,Chì Kẻ Mày Lemonade 2 Đầu Màu Nâu Xám 2g+2ml,50,69,159.000 ₫,199.000 ₫,40.000 ₫,-20%,4.0,7,8,8859762800197,Lemonade,Việt Nam,,,Tất cả,"
Nội dung đang được cập nhật ","
BƯỚC 1: Dùng đầu chì định hình khuôn lông mày cho dáng mày sắc nét và quyến rũ.BƯỚC 2: Dùng đầu mascara chải đều cho các sợi lông đều màu và tự nhiên. ",,
https://hasaki.vn/san-pham/but-ke-mat-dang-long-sieu-manh-australis-78570.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-367800049-1703670887_img_385x385_622873_fit_center.png,367800049,Bút Kẻ Mắt Australis Siêu Mảnh Không Lem Không Trôi,50,53,204.000 ₫,255.000 ₫,51.000 ₫,-20%,4.8,23,5,9312658837602,australis,Úc,Taiwan,Chống Nước/ Lâu Trôi,Tất cả,"
AQUA,Acrylic copolymer-emulsion,PROPYLENE GLYCOL,Lauryl Glucoside and Polyglyceryl-2 Dipolyhydroxystearate and Glycerin,IMIDAZOLIDINYL UREA,METHYLPARABEN. May Contain (+/-) CI 77266 (Carbon Black), CI 77491 (RED), CI 77492 (YELLOW), CI 77499 (BLACK) ","

- Bước 1: Kẻ những đường ngắn sát mi mắt.
- Bước 2: Nối những đường kẻ cho nét vẽ liền mạch, tạo nét vẽ mỏng hoặc dày tùy theo phong cách.
- Bước 3: Nhờ đầu cọ cực kì sắc nét và linh hoạt, bạn có thể sáng tạo thêm những họa tiết để mắt trông thật nổi bật và thể hiện cá tính của riêng mình.
- Bước 4: Khi tẩy trang nên sử dụng tẩy trang chuyên dụng dành cho mắt và môi để tẩy trang dễ dàng và hiệu quả nhất.
TIP: Xoay nhẹ đầu bút để có nét vẽ to hơn.
 ",,
https://hasaki.vn/san-pham/but-ke-mat-nuoc-vacosi-24h-khong-lem-mau-den-ban-moi-06g-113743.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-but-ke-mat-nuoc-vacosi-24h-khong-lem-mau-den-ban-moi-06g_ssF4gEcH6x3kHDhR_img_385x385_622873_fit_center.png,422215813,Bút Kẻ Mắt Nước Vacosi 24H Không Lem Màu Đen (Bản Mới) 0.6g ,50,76,134.000 ₫,158.000 ₫,24.000 ₫,-15%,5.0,2,0,8809399376282,Vacosi,Hàn Quốc,Korea,Chống Nước/ Lâu Trôi,Tất cả,"
Water, Acrylates Copolymer, Carbon Black (CI 77266), Ammonium Acrylates Copolymer, Alcohol, Butylene Glycol, Glycerin, Propylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Ethylhexylglycerin, Disodium EDTA, Pearl Extract, Houttuynia Cordata Extract, Phaseolus Radiatus Seed Extract. ","
Lắc nhẹ sản phẩm trước khi sử dụng để mực ra đều hơn.
Có hai cách vẽ:


Cách 1: Vẽ theo đường mí mắt và hơi chếch lên ở đuôi mắt để tạo mắt mèo cá tính.


Cách 2: Kẻ sát chân mi và theo chiều dài mắt tăng vẻ tự nhiên trong sáng.


Đậy chặt nắp sau khi sử dụng, tránh không khí xâm nhập làm khô mực. ",,
https://hasaki.vn/san-pham/mascara-kissme-dang-flim-nang-cong-va-day-mi-mau-den-6g-101035.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-mascara-kissme-dang-flim-nang-cong-va-day-mi-mau-den-6g-1707205207_img_385x385_622873_fit_center.png,422207471,Mascara Kissme Nâng Cong Và Dày Mi Màu Đen 6g,50,44,211.000 ₫,268.000 ₫,57.000 ₫,-21%,5.0,4,3,4901433038522,Kissme,Nhật Bản,Japan,,Tất cả,"
Mascara Kissme Nâng Cong Và Dày Mi Màu Đen 6g
Thành phần đầy đủ: 
Isododecane, Trimethylsiloxysilicate, Talc, Ceresin, Hydrogenated Polyisobutene, Disteardimonium Hectorite, Iron Oxides (CI 77499), Dextrin Palmitate/Ethylhexanoate, Microcrystalline Wax, Beeswax, Propylene Carbonate, Aluminum Distearate, Polymethylsilsesquioxane, Glyceryl Isostearate, Zinc Laurate, Silica, Camellia Japonica Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Squalane, Argania Spinosa Kernel Oil, Rosa Canina Fruit Oil, Tocopherol, Panax Ginseng Root Extract, Royal Jelly Extract, Ascorbyl Dipalmitate
Mascara Kissme Nâng Cong Và Dài Mi Màu Đen 6g
Thành phần đầy đủ:
Isododecane, Trimethylsiloxysilicate, Talc, Microcrystalline Wax, Ceresin, Disteardimonium Hectorite, Iron Oxides (CI 77499), Dextrin Palmitate/Ethylhexanoate, Hydrogenated Polyisobutene, Propylene Carbonate, Nylon-66, Sucrose Tristearate, Aluminum Distearate, Glyceryl Isostearate, Trimethylsiloxysilylcarbamoyl Pullulan, Polymethylsilsesquioxane, Zinc Laurate, Silica, Camellia Japonica Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Squalane, Argania Spinosa Kernel Oil, Rosa Canina Fruit Oil, Titanium Dioxide, Acrylates/Ethylhexyl Acrylate Copolymer, Ammonium Acrylates Copolymer, Hydroxyethyl Acrylate/Methoxyethyl Acrylate Copolymer, Dimethicone, Sodium Dehydroacetate, Panax Ginseng Root Extract, Royal Jelly Extract, Tocopherol, Ascorbyl Dipalmitate ","


Bấm mi kĩ trước khi chuốt mi.


Chải mi với đường cong bên trong của bàn chải mascara, chải từ gốc đến ngọn.


Sau đó xoay đầu cọ mascara và sử dụng đường cong bên ngoài, chải qua các sợi mi một lần nữa.


Hãy sử dụng Heroine Make Speedy Mascara Remover để tẩy trang mascara hiệu quả.

 ",,
https://hasaki.vn/san-pham/ke-mat-b-o-m-01-wonder-black-72147.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-ke-mat-b-o-m-01-wonder-black_yc57UukTRKrmGyw8_img_385x385_622873_fit_center.png,343100026,Kẻ Mắt Nước B.O.M Lâu Trôi Màu Đen 01 Wonder Black 0.5g,50,30,268.000 ₫,298.000 ₫,30.000 ₫,-10%,4.4,19,9,8809464541744,B.O.M,Hàn Quốc,Korea,Chống Nước/ Lâu Trôi,Tất cả,"
Purified Water, Acrylate Copolymer, Carbon Black, Butylene Glycol, Acrylate/ Ethylhexyl Acrylate Copolymer, Styrene/ Acrylate Copolymer, Ethanol, Polysorbate 20, Phenoxyethanol, Ceteth- 10 Ammonia, Benzyl Alcohol, Acrylate/ OctylAcrylamide Copolymer, Simethicone Triethanolamine, Caprylic/ Capric Triglyceride, Aminomethyl Propanol Laureth-21, Acrylate Copolymer, Red Iron Oxide, Butylene Glycol, Carbon Black, Ethanol, Phenoxyethanol, Polysorbate 20, Ammonium Acrylate Copolymer, Caprylic/Capric Triglyceride, Sodium Polyaspartate, Behenes-30, Pentylene Glycol, Bentonite Trehalose, Ceteth-20, Sodium Dehydroacetate Aminomethyl Propanol. ","
Vẽ theo đường viền mí mắt, có thể vẽ kiểu và đậm nhạt theo ý thích. ",,
https://hasaki.vn/san-pham/chi-ke-may-maybelline-mau-nau-tu-nhien-natural-brown-0-16g-76778.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-205600318-1692694337_img_385x385_622873_fit_center.png,205600318,Chì Kẻ Mày Maybelline Nâu Tự Nhiên Natural Brown 0.16g,50,67,109.000 ₫,128.000 ₫,19.000 ₫,-15%,3.6,5,2,6902395716389,Maybelline,Mỹ,,Dạng Lì,,"
Hydrogenated Vegetable Oil, Ozokerite, Copernicia Cerifera Cera / Carnauba Wax, Ricinus Communis Seed Oil / Castor Seed Oil, Sorbitan Tristearate, C10-18 Triglycerides, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Citric Acid, [+/- May Contain Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide, Mica, Ci 77510 / Ferric Ammonium Ferrocyanide. ","
- Bước 1: Định hình dáng chân mày phù hợp với khuôn mặt.
- Bước 2: Tô lại những phần bị nhạt và tạo hình đuôi chân mày.
- Bước 3: Tán và chải đều bằng đầu cọ. ",,
https://hasaki.vn/san-pham/ke-vien-mat-trong-browit-dang-sap-mau-deep-brown-0-1g-99233.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422206344-1704363007_img_385x385_622873_fit_center.jpg,422206344,Kẻ Viền Mắt Trong Browit Dạng Sáp Màu Nâu Deep Brown 0.1g,50,76,95.000 ₫,119.000 ₫,24.000 ₫,-20%,4.7,3,0,8858842072455,Browit,,,,Tất cả,"
Nội dung đang được cập nhật ","


Kẻ đường viền mí mắt trên và mí mắt dưới.

 ",,
https://hasaki.vn/san-pham/chi-ke-chan-may-innisfree-mau-4-ash-brown-moi-03g-112531.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-chi-ke-chan-may-innisfree-mau-4-ash-brown-moi-03g_e49kxYYt6oo1D584_img_385x385_622873_fit_center.png,422215139,Chì Kẻ Chân Mày innisfree Màu 4 Ash Brown (Mới) 0.3g ,50,89,78.000 ₫,109.000 ₫,31.000 ₫,-28%,0.0,0,5,8809843677903,innisfree,Hàn Quốc,Korea,,Tất cả,"
Iron Oxides (Ci 77491), Hydrogenated Soybean Oil, Hydrogenated Coco-Glycerides, Mica, Hydrogenated Vegetable Oil, Iron Oxides (Ci 77492), Zinc Stearate, Iron Oxides (Ci 77499), Titanium Dioxide (Ci 77891), Stearic Acid, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire De Carnauba, Polyglyceryl-2 Triisostearate, Tocopherol, Caprylyl Glycol, Phenoxyethanol, Ascorbyl Palmitate, Hexylene Glycol ","


Kẻ đường viền rồi tô nhẹ bên trong chân mày.


Dùng đầu cọ chải nhẹ nhàng theo chiều cấu tạo chân mày.


Bạn có thể tạo màu riêng phù hợp với bạn bằng cách pha 1 màu nhạt và 1 màu đậm để hài hòa với màu tóc cũng như tông da.

 ",,
https://hasaki.vn/san-pham/chi-ke-may-xe-suri-102-brown-mau-nau-e271-65520.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-chi-ke-may-xe-suri-102-brown-mau-nau-e271_img_385x385_622873_fit_center.jpg,318300003,Chì Kẻ Mày Xé Suri 102 Brown Màu Nâu E271,50,208,31.000 ₫,,,,4.8,6,13,8936070175534,Suri,Hàn Quốc,,,,"
Hydrogenated Soybean Oil, Cl 77491, Cl 77492, CI 77499, Hydrogenated Vegetable Oil, Copernicia Cerifera (Camauba Wax) Cera, Zinc Stearate, Lanolin, Talc, 1,2-Hexanediol, Tocopheryl Acetate, Phenoxyethanol ","


Kẻ khung theo mong muốn rồi từ từ tô phía trong khung mày. 


Bắt đầu từ đầu tới chân mày, đuôi chân mày đậm hơn và nhạt dần về phía đầu chân mày.

 ",,
https://hasaki.vn/san-pham/chi-may-vacosi-dinh-hinh-da-nang-03-nau-den-5ml-3833.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-chi-may-vacosi-dinh-hinh-da-nang-03-nau-den-5ml_KUkhg5LKu1u7BksY_img_385x385_622873_fit_center.png,201100012,Chì Mày Vacosi Định Hình Đa Năng 03 Nâu Đen 5ml,50,59,94.000 ₫,112.000 ₫,18.000 ₫,-16%,4.5,17,31,8809399379344,Vacosi,Hàn Quốc,,Dạng Lì,Tất cả,"
Nội dung đang được cập nhật ","


Dùng đầu chì định hình khuôn lông mày cho dáng mày sắc nét và quyến rũ.


Tán đều bột mày. 


Chải gọn chân mày.

 ",,
https://hasaki.vn/san-pham/mascara-trong-suot-2-trong-1-australis-78522.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-367800058-1703672006_img_385x385_622873_fit_center.png,367800058,Mascara Australis Trong Suốt Dài Mi & Định Hình Chân Mày 8ml,50,29,184.000 ₫,230.000 ₫,46.000 ₫,-20%,4.9,23,14,9312658810018,australis,Úc,,Chống Nước/ Lâu Trôi,,"
Aqua (Water), Pvp, Alcohol Denat., Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Phenoxyethanol, Panthenol, Methylparaben, Disodium Edta ","


Sau khi bấm mi, chải mascara từ trên xuống dưới, sau đó chải ziczac từ dưới lên trên.


Đối với chân mày bạn muốn giữ nếp lông chân mày như thế nào thì chỉ cần chuốt ít nhất 2 lần sẽ giúp lông chân mày được cố định lại.


Sử dụng lên lông mày và lông mi sạch trước khi chuốt mascara / kẻ chân mày có màu. 


 
 ",Da thường/Mọi loại da,
https://hasaki.vn/san-pham/but-ke-mat-colorkey-chong-nuoc-lau-troi-n01-den-0-5g-120032.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-but-ke-mat-colorkey-chong-nuoc-lau-troi-n01-den-0-5g_nqm2KK8XVRLFWjtz_img_385x385_622873_fit_center.png,422219210,Bút Kẻ Mắt Colorkey Chống Nước Lâu Trôi N01 Đen 0.5g,50,53,98.000 ₫,138.000 ₫,40.000 ₫,-29%,0.0,0,0,6975505496631,Colorkey,Trung Quốc,China,,Tất cả,"
Octyldodecanol, Caprylic/Capric Triglyceride, Synthetic Wax, Silica ","


Kẻ dọc theo hàng mi. Sử dụng đầu bút để tạo một đường mảnh và rõ nét. 


Để có một đường kẻ đậm và rõ ràng, đặt bút ở một góc thích hợp và dùng lực ấn mạnh hơn một chút.

 ",Da thường/Mọi loại da,
